,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
4194,15655,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,222,0
4195,7093,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 1000,Pvt Ltd,3,78,0
4196,11490,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,never,56,0
4197,7945,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 1000,Pvt Ltd,1,146,0
4198,570,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,>4,36,0
4199,27664,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,1000 +,Pvt Ltd,1,18,0
4200,14353,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Primary School,STEM,0~5 years,less than 100,Early Stage Startup,1,70,1
4201,25413,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,27,0
4202,31043,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,2,52,0
4203,844,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Public Sector,3,286,0
4204,31220,city_83,0.9229999999999999,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,102,0
4205,32931,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,11~20 years,less than 100,Pvt Ltd,1,46,0
4206,31091,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,1,101,0
4207,5722,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,49,0
4208,12795,city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,2,43,0
4209,21836,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,13,0
4210,3163,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,1,116,0
4211,3112,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Funded Startup,4,248,0
4212,19630,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,6~10 years,less than 100,Pvt Ltd,4,16,0
4213,12243,city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,never,1,0
4214,17762,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,20,1
4215,5141,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,>4,87,0
4216,29601,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,Other,0~5 years,less than 100,Pvt Ltd,1,24,0
4217,26944,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,1,102,1
4218,16352,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,3,20,0
4219,2706,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Early Stage Startup,2,166,0
4220,13381,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,>4,95,1
4221,16581,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,2,14,0
4222,15611,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,1,56,0
4223,12977,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,0~5 years,1000 +,Public Sector,1,148,0
4224,3937,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6~10 years,less than 100,Funded Startup,1,45,0
4225,633,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,2,44,0
4226,12921,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,75,1
4227,31044,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,1,192,0
4228,30391,city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,78,0
4229,7868,city_90,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,48,0
4230,7992,city_143,0.74,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,24,0
4231,27997,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 100,Funded Startup,1,162,0
4232,8792,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,11~20 years,less than 100,Pvt Ltd,>4,62,0
4233,20146,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,1000 +,NGO,4,40,0
4234,15903,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,1,61,0
4235,20272,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Funded Startup,1,226,0
4236,517,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Early Stage Startup,1,123,0
4237,1101,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,2,72,0
4238,2351,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,4,22,0
4239,16235,city_75,0.9390000000000001,Male,No relevent experience,Part time course,Graduate,STEM,11~20 years,1000 +,Public Sector,1,26,0
4240,29050,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,4,64,0
4241,4688,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,2,15,0
4242,18694,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 100,Funded Startup,1,31,0
4243,23237,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,3,218,0
4244,31843,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,4,108,0
4245,17360,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,never,16,0
4246,20014,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,>4,57,0
4247,20866,city_59,0.775,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,12,0
4248,21845,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,89,0
4249,24586,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Early Stage Startup,1,91,0
4250,22499,city_45,0.89,Male,Has relevent experience,Full time course,High School,STEM,6~10 years,less than 100,Pvt Ltd,1,36,0
4251,25987,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Public Sector,4,52,1
4252,22884,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,1,64,0
4253,32606,city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,11~20 years,less than 100,Pvt Ltd,3,26,0
4254,9300,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,>4,29,0
4255,6001,city_80,0.847,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,58,0
4256,5002,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,0~5 years,1000 +,Pvt Ltd,1,22,0
4257,31688,city_50,0.8959999999999999,Male,No relevent experience,Full time course,Masters,Humanities,0~5 years,less than 100,Pvt Ltd,1,150,0
4258,1805,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Funded Startup,1,81,1
4259,23807,city_118,0.722,Male,No relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,>4,98,0
4260,11717,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,>4,44,0
4261,30600,city_99,0.915,Male,Has relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,39,0
4262,30726,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,2,39,0
4263,5791,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,1,30,0
4264,1231,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,51,0
4265,2879,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,52,0
4266,27747,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,2,13,0
4267,19427,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,1,48,0
4268,6602,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,119,0
4269,178,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,106,0
4270,20826,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,78,0
4271,8302,city_142,0.727,Female,Has relevent experience,Part time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,2,127,0
4272,19389,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,13,0
4273,17565,city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,26,1
4274,6629,city_116,0.743,Male,Has relevent experience,Full time course,High School,STEM,6~10 years,1000 +,Pvt Ltd,1,50,0
4275,17489,city_19,0.682,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,47,0
4276,12529,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Public Sector,>4,96,0
4277,23972,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,High School,STEM,11~20 years,1000 +,Pvt Ltd,>4,178,0
4278,31763,city_7,0.647,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,133,0
4279,16230,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,84,0
4280,28952,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,1,12,1
4281,6934,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 1000,Funded Startup,1,15,1
4282,3682,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,> 20 years,less than 100,Pvt Ltd,>4,85,0
4283,9294,city_133,0.742,Male,Has relevent experience,Part time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,7,0
4284,18788,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,105,0
4285,22615,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,NGO,1,10,0
4286,2793,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,166,0
4287,1495,city_103,0.92,Male,No relevent experience,Full time course,Masters,Other,11~20 years,less than 100,Pvt Ltd,never,188,0
4288,22471,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,6~10 years,less than 1000,Pvt Ltd,4,26,0
4289,11944,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,2,72,0
4290,3655,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,never,84,0
4291,18395,city_114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Graduate,Other,0~5 years,less than 100,Pvt Ltd,1,57,0
4292,23755,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,>4,140,0
4293,6047,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 1000,Pvt Ltd,2,76,0
4294,17446,city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,30,0
4295,8548,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,1000 +,Pvt Ltd,>4,52,0
4296,21798,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,50,0
4297,24425,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,2,0
4298,14675,city_64,0.6659999999999999,Female,No relevent experience,no_enrollment,Phd,STEM,0~5 years,less than 100,NGO,1,18,0
4299,11374,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Funded Startup,1,20,0
4300,9846,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,NGO,1,54,0
4301,71,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,STEM,> 20 years,less than 100,Funded Startup,2,35,0
4302,24385,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,Other,11~20 years,less than 100,Pvt Ltd,1,146,1
4303,28029,city_77,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,50,0
4304,10198,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,>4,3,0
4305,5628,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,1,12,0
4306,17116,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,1,14,0
4307,22907,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,Other,11~20 years,less than 100,Funded Startup,1,84,0
4308,2340,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,111,0
4309,15606,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,1,130,0
4310,15247,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,> 20 years,less than 100,Pvt Ltd,>4,90,0
4311,14121,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,0~5 years,less than 1000,NGO,1,109,1
4312,16398,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 1000,NGO,>4,22,0
4313,3924,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,100,0
4314,9675,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,Business Degree,> 20 years,less than 1000,Pvt Ltd,1,154,0
4315,16050,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,1,72,0
4316,24336,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,STEM,0~5 years,less than 100,Pvt Ltd,never,48,0
4317,14020,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,59,0
4318,33141,city_99,0.915,Male,Has relevent experience,no_enrollment,High School,STEM,6~10 years,less than 100,Pvt Ltd,2,140,0
4319,32209,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,0~5 years,1000 +,Public Sector,1,128,0
4320,29080,city_21,0.624,Male,No relevent experience,Part time course,Graduate,No Major,6~10 years,less than 100,Pvt Ltd,never,34,0
4321,1676,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,2,39,0
4322,15007,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,>4,12,0
4323,17797,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,1000 +,Pvt Ltd,1,37,0
4324,5378,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Pvt Ltd,1,126,0
4325,8562,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6~10 years,1000 +,Public Sector,1,47,0
4326,11638,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,> 20 years,less than 100,Pvt Ltd,>4,62,0
4327,32657,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,18,0
4328,22011,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,>4,59,0
4329,9114,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,2,8,0
4330,1,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,150,0
4331,10279,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,never,45,0
4332,25349,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,>4,28,0
4333,32206,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 100,Pvt Ltd,2,43,0
4334,5331,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,22,0
4335,518,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,56,0
4336,16879,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,5,1
4337,24328,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,112,0
4338,14709,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,56,0
4339,12816,city_16,0.91,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,52,0
4340,15406,city_18,0.8240000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Early Stage Startup,1,91,0
4341,22728,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 1000,Pvt Ltd,1,64,0
4342,13138,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,1,144,0
4343,15244,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,131,0
4344,7569,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,5,0
4345,14700,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,112,0
4346,19638,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,6~10 years,less than 100,Pvt Ltd,1,94,1
4347,6870,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,>4,36,1
4348,21071,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 1000,Pvt Ltd,4,160,0
4349,17556,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Other,never,78,1
4350,21615,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,70,0
4351,19552,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Masters,Other,> 20 years,less than 1000,Pvt Ltd,2,14,0
4352,16510,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,>4,218,0
4353,8860,city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,3,0
4354,17298,city_136,0.897,Female,No relevent experience,Full time course,Graduate,STEM,0~5 years,1000 +,Public Sector,1,47,0
4355,2288,city_61,0.9129999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,2,72,1
4356,22437,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,110,0
4357,2713,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,1,9,0
4358,8718,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,2,53,0
4359,6314,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,0~5 years,less than 100,Pvt Ltd,1,28,0
4360,22586,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 1000,Pvt Ltd,2,37,0
4361,19901,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,>4,37,0
4362,19049,city_44,0.725,Male,No relevent experience,Full time course,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,27,0
4363,607,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,4,42,0
4364,16767,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,124,0
4365,2042,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,2,125,0
4366,18885,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,1,39,1
4367,7829,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,Other,0~5 years,less than 100,Pvt Ltd,1,222,0
4368,2669,city_162,0.767,Male,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,9,0
4369,32001,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11~20 years,less than 100,Pvt Ltd,>4,11,0
4370,4723,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,>4,6,0
4371,7007,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 1000,Pvt Ltd,1,7,0
4372,31489,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,never,4,0
4373,5620,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,1,82,1
4374,31370,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,> 20 years,1000 +,Pvt Ltd,4,6,0
4375,20474,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,4,0
4376,18860,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Early Stage Startup,1,54,0
4377,21485,city_28,0.9390000000000001,Male,No relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,2,0
4378,30972,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,1,6,0
4379,30079,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,2,92,0
4380,7919,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,260,0
4381,19499,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,44,0
4382,8794,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Pvt Ltd,1,47,1
4383,16002,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,4,79,0
4384,23278,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,11~20 years,less than 100,Pvt Ltd,4,28,0
4385,7534,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Funded Startup,2,99,0
4386,9004,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Funded Startup,2,36,0
4387,11147,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 1000,Pvt Ltd,1,114,0
4388,28134,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11~20 years,less than 1000,Public Sector,1,20,0
4389,32857,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,6~10 years,1000 +,Pvt Ltd,1,20,0
4390,21736,city_114,0.9259999999999999,Male,No relevent experience,Part time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,324,1
4391,13430,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,Arts,6~10 years,less than 1000,Pvt Ltd,2,99,0
4392,32199,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,2,48,0
4393,2904,city_102,0.804,Male,Has relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,82,0
4394,22872,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,56,0
4395,9128,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,0~5 years,less than 100,Public Sector,1,31,0
4396,12571,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,>4,70,0
4397,6005,city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,2,109,0
4398,31484,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 1000,NGO,1,34,0
4399,25015,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Pvt Ltd,4,13,0
4400,22144,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,112,0
4401,2602,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,1,222,0
