city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_160,0.92,1,1,0,1,1,3,2,3,1,50,0
city_136,0.897,1,0,0,1,1,2,1,3,1,24,0
city_28,0.9390000000000001,1,1,0,1,1,4,1,4,1,123,0
city_21,0.624,2,1,0,1,1,3,1,2,1,112,0
city_46,0.762,1,1,0,1,0,4,1,4,0,172,0
city_136,0.897,1,1,0,1,1,2,3,4,1,160,0
city_103,0.92,2,0,0,1,0,1,1,2,1,96,0
city_103,0.92,1,0,0,1,1,3,2,2,1,182,0
city_90,0.698,1,0,1,1,1,2,2,4,1,196,0
city_114,0.9259999999999999,1,0,0,0,1,1,1,4,1,85,0
city_16,0.91,1,1,0,1,0,4,1,4,1,47,0
city_21,0.624,1,0,1,1,1,1,1,4,1,47,0
city_16,0.91,1,1,0,1,1,3,2,4,2,82,0
city_98,0.9490000000000001,1,0,0,1,0,4,3,4,2,165,0
city_89,0.925,1,1,0,1,1,4,3,4,2,111,1
Other,0.789,1,1,0,0,1,3,1,4,1,6,0
city_114,0.9259999999999999,1,1,0,1,1,3,1,4,0,91,0
city_16,0.91,1,1,1,1,1,1,2,1,1,84,0
city_75,0.9390000000000001,1,1,0,1,1,2,1,4,1,128,0
city_103,0.92,1,0,1,1,1,2,1,4,1,168,0
city_83,0.9229999999999999,1,0,1,1,1,1,1,4,1,236,0
city_57,0.866,1,1,1,1,1,2,1,1,1,28,0
city_136,0.897,3,1,0,1,1,1,3,4,1,10,0
city_103,0.92,1,1,0,1,1,3,3,4,1,56,0
city_21,0.624,1,1,1,1,1,2,3,4,1,82,1
city_21,0.624,1,1,0,1,1,3,3,4,1,124,0
city_136,0.897,1,1,0,1,0,4,3,4,1,112,0
city_46,0.762,1,1,0,1,1,4,2,4,1,48,0
city_160,0.92,1,1,1,0,1,1,3,4,1,23,0
city_16,0.91,2,0,0,1,1,1,1,4,0,65,0
city_136,0.897,1,1,0,1,1,4,1,4,0,35,0
city_103,0.92,1,1,0,1,0,1,3,4,1,51,0
city_16,0.91,1,1,0,1,1,2,3,4,2,47,0
Other,0.78,1,1,0,1,1,3,1,4,1,178,0
city_103,0.92,1,1,0,1,1,4,2,4,1,15,0
city_61,0.9129999999999999,1,1,1,1,1,3,1,4,1,42,0
city_16,0.91,1,1,0,1,1,1,1,4,0,300,0
city_103,0.92,1,0,0,0,1,1,1,4,0,214,0
city_116,0.743,1,1,1,1,1,2,3,4,1,102,0
city_16,0.91,1,1,0,1,1,3,3,4,2,31,0
city_160,0.92,1,1,0,1,1,4,3,4,1,22,0
city_99,0.915,1,1,0,1,1,4,1,4,2,140,0
city_64,0.6659999999999999,1,1,0,1,1,3,1,4,2,107,0
city_11,0.55,1,0,1,1,1,1,1,4,1,322,0
city_159,0.843,1,1,0,1,1,3,1,4,1,56,0
city_105,0.794,1,1,1,1,1,2,2,4,1,22,0
city_114,0.9259999999999999,1,0,0,1,1,4,1,4,2,31,1
city_160,0.92,1,0,1,1,1,2,2,4,1,157,0
city_165,0.903,1,1,0,1,1,2,2,4,1,69,0
city_41,0.8270000000000001,1,1,0,1,1,3,1,4,2,31,0
city_160,0.92,1,1,0,1,1,4,1,4,2,68,0
city_41,0.8270000000000001,1,1,0,1,1,3,1,4,1,15,0
city_103,0.92,1,1,0,1,1,3,2,2,1,70,0
city_23,0.899,2,1,0,1,1,2,1,2,1,41,0
city_90,0.698,1,1,0,1,1,2,1,4,1,46,0
city_11,0.55,1,1,1,1,1,1,1,3,1,41,0
city_67,0.855,1,1,0,1,1,3,3,4,1,316,0
city_149,0.6890000000000001,1,1,0,1,1,2,1,2,1,52,0
city_105,0.794,1,1,0,1,0,3,1,4,1,50,0
city_28,0.9390000000000001,1,1,0,1,1,4,2,4,1,12,0
Other,0.698,1,1,1,1,1,1,1,3,1,112,0
city_103,0.92,3,1,0,1,1,2,2,4,1,22,0
city_114,0.9259999999999999,1,1,1,1,1,2,1,4,1,58,0
city_100,0.887,1,1,0,1,1,2,2,4,1,31,1
city_160,0.92,1,1,0,1,1,4,1,4,0,67,0
city_160,0.92,1,1,0,1,1,3,3,4,2,40,0
city_136,0.897,1,0,0,1,1,1,1,4,1,222,0
city_114,0.9259999999999999,1,1,0,1,1,4,2,4,1,78,0
city_89,0.925,1,1,0,1,1,2,3,4,0,56,0
city_57,0.866,1,1,0,1,1,1,2,4,1,146,0
city_16,0.91,1,1,0,1,1,3,1,4,2,36,0
city_16,0.91,1,1,0,1,1,2,3,4,1,18,0
city_149,0.6890000000000001,1,0,1,0,1,1,1,3,1,70,1
city_103,0.92,1,1,0,1,1,1,1,4,1,27,0
city_114,0.9259999999999999,1,1,1,1,1,3,2,4,1,52,0
city_103,0.92,1,0,0,1,1,3,2,1,1,286,0
city_83,0.9229999999999999,1,0,1,1,1,1,1,4,0,102,0
city_160,0.92,1,1,0,1,0,3,1,4,1,46,0
city_71,0.884,1,1,0,1,1,3,3,4,1,101,0
city_104,0.924,1,1,0,1,1,1,1,4,0,49,0
city_114,0.9259999999999999,1,0,1,0,1,1,1,4,1,43,0
city_21,0.624,1,0,1,1,1,1,1,4,0,13,0
city_61,0.9129999999999999,1,1,0,1,1,4,1,4,1,116,0
city_67,0.855,1,1,0,1,1,3,1,2,1,248,0
city_136,0.897,1,1,1,1,1,2,1,4,1,16,0
city_40,0.7759999999999999,1,0,1,1,1,2,1,4,0,1,0
city_103,0.92,1,0,0,0,1,1,1,4,1,20,1
city_46,0.762,1,1,0,1,1,2,1,4,2,87,0
city_100,0.887,1,0,0,1,0,1,1,4,1,24,0
city_16,0.91,1,1,0,1,1,4,1,4,1,102,1
Other,0.7959999999999999,1,1,0,1,1,3,1,4,1,20,0
city_123,0.738,1,1,1,1,1,1,1,3,1,166,0
city_114,0.9259999999999999,1,1,0,1,1,2,2,4,2,95,1
city_16,0.91,1,1,0,1,1,4,1,4,1,14,0
city_67,0.855,1,1,0,1,1,3,2,4,1,56,0
city_16,0.91,1,0,0,1,0,1,3,1,1,148,0
city_23,0.899,1,1,0,1,0,2,1,2,1,45,0
city_103,0.92,1,1,0,1,1,3,1,4,1,44,0
city_103,0.92,1,1,1,1,1,1,3,4,1,75,1
city_114,0.9259999999999999,1,1,0,1,1,2,3,4,1,192,0
city_16,0.91,1,0,1,0,1,1,1,4,1,78,0
city_90,0.698,2,0,0,1,1,1,1,4,1,48,0
Other,0.74,1,0,0,0,1,1,1,4,0,24,0
city_103,0.92,2,1,0,1,0,1,1,2,1,162,0
city_114,0.9259999999999999,1,1,0,0,1,3,1,4,2,62,0
city_103,0.92,2,1,0,1,1,4,3,3,1,40,0
city_103,0.92,2,1,0,1,1,3,3,4,1,61,0
city_103,0.92,2,1,0,1,1,3,1,2,1,226,0
city_40,0.7759999999999999,1,1,0,1,1,1,1,3,1,123,0
city_160,0.92,1,0,1,1,1,1,3,4,1,72,0
city_104,0.924,1,1,0,1,1,3,3,4,1,22,0
city_75,0.9390000000000001,1,0,1,1,1,3,3,1,1,26,0
city_103,0.92,1,1,0,1,1,3,2,4,1,64,0
city_103,0.92,1,1,0,1,1,2,1,4,1,15,0
city_71,0.884,1,1,0,1,1,1,1,2,1,31,0
Other,0.727,1,1,0,1,1,2,1,4,1,218,0
city_97,0.925,1,1,0,1,1,3,3,4,1,108,0
city_61,0.9129999999999999,1,1,0,1,1,4,1,4,0,16,0
city_16,0.91,1,1,0,0,1,1,1,4,2,57,0
Other,0.775,1,1,0,1,1,2,1,4,1,12,0
city_103,0.92,1,0,0,0,1,1,1,4,0,89,0
city_136,0.897,1,1,0,1,1,2,1,3,1,91,0
city_45,0.89,1,1,1,0,1,2,1,4,1,36,0
city_103,0.92,3,1,0,1,1,3,3,1,1,52,1
city_61,0.9129999999999999,1,1,0,1,1,3,3,4,1,64,0
city_16,0.91,1,0,1,0,1,3,1,4,1,26,0
city_16,0.91,1,1,0,1,1,3,1,4,2,29,0
Other,0.847,1,0,0,0,1,1,1,4,0,58,0
city_73,0.754,1,1,1,1,1,1,3,4,1,22,0
city_50,0.8959999999999999,1,0,1,1,0,1,1,4,1,150,0
city_103,0.92,1,1,0,1,1,3,1,2,1,81,1
Other,0.722,1,0,0,1,1,3,1,4,2,98,0
city_114,0.9259999999999999,1,0,0,1,1,3,3,4,2,44,0
city_99,0.915,1,1,0,0,1,1,1,4,1,39,0
city_16,0.91,1,0,1,1,1,1,3,4,1,39,0
city_75,0.9390000000000001,1,0,0,1,1,4,3,4,1,30,0
city_16,0.91,1,1,0,1,1,3,1,4,1,51,0
city_21,0.624,1,1,0,1,1,4,1,4,2,52,0
city_103,0.92,1,1,0,1,1,3,1,4,1,13,0
city_21,0.624,1,1,0,1,1,3,2,4,1,48,0
city_162,0.767,1,1,1,1,1,2,1,4,1,119,0
city_21,0.624,1,1,0,1,1,3,1,4,1,106,0
city_16,0.91,1,1,0,1,1,2,2,4,1,78,0
Other,0.727,2,1,1,1,1,2,2,4,1,127,0
city_103,0.92,1,0,0,1,1,4,1,4,2,13,0
city_46,0.762,1,0,0,1,1,1,3,4,1,26,1
city_116,0.743,1,1,1,0,1,2,3,4,1,50,0
city_19,0.682,1,1,1,1,1,2,1,4,1,47,0
city_71,0.884,1,1,0,1,1,4,1,1,2,96,0
city_75,0.9390000000000001,1,1,0,0,1,3,3,4,2,178,0
Other,0.647,1,0,1,1,1,1,1,4,0,133,0
city_103,0.92,1,0,1,0,1,1,1,4,0,84,0
city_103,0.92,1,0,1,1,1,1,2,4,1,12,1
city_21,0.624,1,1,0,1,1,2,2,2,1,15,1
city_103,0.92,1,1,0,1,0,4,1,4,2,85,0
Other,0.742,1,1,1,1,1,2,2,4,1,7,0
city_97,0.925,1,1,0,1,1,2,1,4,1,105,0
city_21,0.624,1,1,0,1,1,1,1,3,1,10,0
city_83,0.9229999999999999,1,1,0,1,1,4,1,4,2,166,0
city_103,0.92,1,0,1,1,0,3,1,4,0,188,0
city_83,0.9229999999999999,1,1,0,1,1,2,2,4,1,26,0
Other,0.698,1,1,0,1,1,2,1,4,1,72,0
city_103,0.92,1,1,0,1,1,2,1,4,0,84,0
city_114,0.9259999999999999,2,1,0,1,0,1,1,4,1,57,0
city_149,0.6890000000000001,1,1,0,1,1,3,1,4,2,140,0
city_103,0.92,1,0,0,1,0,1,2,4,1,76,0
Other,0.698,1,1,0,1,1,3,1,4,1,30,0
city_21,0.624,1,1,0,1,1,2,3,4,2,52,0
city_103,0.92,1,1,0,1,1,4,1,4,2,50,0
city_21,0.624,1,0,1,1,1,1,1,4,0,2,0
city_64,0.6659999999999999,2,0,0,1,1,1,1,3,1,18,0
city_160,0.92,1,1,0,1,1,2,1,2,1,20,0
city_103,0.92,1,0,0,1,1,2,2,3,1,54,0
city_103,0.92,1,1,0,0,1,4,1,2,1,35,0
city_128,0.527,1,1,0,1,0,3,1,4,1,146,1
Other,0.83,1,1,1,1,1,1,1,4,0,50,0
city_105,0.794,1,1,1,1,1,3,2,4,2,3,0
city_19,0.682,1,1,0,1,1,1,2,4,1,12,0
city_160,0.92,1,1,0,1,1,1,2,4,1,14,0
city_114,0.9259999999999999,1,1,0,1,0,3,1,2,1,84,0
city_16,0.91,1,1,0,1,1,2,1,4,1,111,0
city_138,0.836,1,1,0,1,1,2,3,4,1,130,0
city_103,0.92,3,1,0,1,0,4,1,4,2,90,0
city_103,0.92,1,1,1,1,1,1,2,3,1,109,1
city_114,0.9259999999999999,1,1,0,1,1,4,2,3,2,22,0
city_23,0.899,2,1,0,1,1,2,1,4,1,100,0
city_114,0.9259999999999999,1,1,0,1,0,4,2,4,1,154,0
city_160,0.92,1,1,0,1,1,4,1,4,1,72,0
city_16,0.91,1,0,0,0,1,1,1,4,0,48,0
Other,0.847,1,1,0,1,1,2,1,4,1,59,0
city_99,0.915,1,1,0,0,1,2,1,4,1,140,0
city_16,0.91,1,0,0,1,1,1,3,1,1,128,0
city_21,0.624,1,0,1,1,0,2,1,4,0,34,0
city_99,0.915,1,1,0,1,1,4,1,4,1,39,0
city_102,0.804,1,1,0,1,1,4,3,4,2,12,0
city_23,0.899,1,1,0,1,1,2,3,4,1,37,0
city_103,0.92,1,1,0,1,1,4,2,4,1,126,0
city_103,0.92,1,0,0,1,1,2,3,1,1,47,0
city_114,0.9259999999999999,1,1,0,0,1,4,1,4,2,62,0
city_136,0.897,1,1,0,1,1,2,1,4,1,18,0
city_159,0.843,1,1,0,1,1,3,1,4,2,59,0
city_45,0.89,1,1,0,1,1,4,1,4,1,8,0
city_103,0.92,1,0,0,0,1,1,1,4,0,150,0
city_71,0.884,1,0,1,1,1,2,1,4,0,45,0
city_16,0.91,1,1,0,1,1,4,3,4,2,28,0
city_21,0.624,1,1,0,1,1,1,1,4,1,43,0
city_136,0.897,1,1,0,1,1,4,1,4,2,22,0
city_16,0.91,1,1,0,1,1,3,1,4,1,56,0
city_103,0.92,1,1,1,1,1,1,1,4,1,5,1
city_114,0.9259999999999999,1,0,0,0,1,1,1,4,1,112,0
city_136,0.897,1,1,0,1,1,1,1,4,1,56,0
city_16,0.91,1,0,0,0,1,1,1,4,1,52,0
Other,0.8240000000000001,1,1,0,1,1,2,1,3,1,91,0
Other,0.8270000000000001,1,1,0,1,1,3,2,4,1,64,0
city_16,0.91,1,1,0,1,1,4,1,4,1,144,0
city_103,0.92,1,1,1,1,1,1,1,4,1,131,0
city_114,0.9259999999999999,1,1,1,1,1,4,1,4,2,5,0
city_21,0.624,1,1,0,1,1,2,1,4,1,112,0
city_16,0.91,1,1,0,1,0,2,1,4,1,94,1
city_21,0.624,2,1,0,1,1,2,2,4,2,36,1
city_90,0.698,1,0,0,1,1,3,2,4,1,160,0
city_103,0.92,1,0,0,1,1,1,1,3,0,78,1
Other,0.5579999999999999,1,0,0,1,1,1,1,4,1,70,0
city_98,0.9490000000000001,1,1,0,1,0,4,2,4,1,14,0
city_173,0.878,1,1,0,1,1,2,1,4,2,218,0
city_46,0.762,1,1,1,1,1,2,2,4,1,3,0
city_136,0.897,2,0,1,1,1,1,3,1,1,47,0
city_61,0.9129999999999999,2,1,0,1,1,3,1,4,1,72,1
city_75,0.9390000000000001,1,1,0,1,1,2,1,4,1,110,0
city_16,0.91,1,1,0,1,1,2,3,4,1,9,0
city_103,0.92,1,1,0,1,1,3,3,4,1,53,0
city_103,0.92,1,1,0,1,0,1,1,4,1,28,0
city_21,0.624,1,1,0,1,1,1,2,4,1,37,0
city_160,0.92,2,1,0,1,1,3,3,4,2,37,0
Other,0.725,1,0,1,1,1,2,1,4,1,27,0
city_114,0.9259999999999999,1,1,0,1,1,3,1,4,1,42,0
Other,0.856,1,1,0,1,1,3,1,4,1,124,0
city_102,0.804,1,1,1,1,1,3,2,4,1,125,0
city_67,0.855,1,1,0,1,1,4,3,4,1,39,1
city_136,0.897,1,1,1,1,0,1,1,4,1,222,0
city_162,0.767,1,0,0,1,1,1,1,4,0,9,0
city_103,0.92,1,1,0,1,0,3,1,4,2,11,0
Other,0.84,1,1,0,1,1,3,1,4,2,6,0
city_65,0.802,1,1,0,1,1,3,2,4,1,7,0
city_16,0.91,1,1,0,1,1,3,1,4,0,4,0
city_21,0.624,1,1,1,1,1,1,2,4,1,82,1
city_136,0.897,1,1,0,1,0,4,3,4,1,6,0
city_136,0.897,1,1,0,1,1,2,1,4,1,4,0
city_71,0.884,1,1,0,1,1,3,1,3,1,54,0
city_28,0.9390000000000001,1,0,1,0,1,1,1,4,1,2,0
city_116,0.743,1,1,0,1,1,3,2,4,1,6,0
city_160,0.92,1,1,0,1,1,3,3,4,1,92,0
city_83,0.9229999999999999,1,1,0,1,1,2,1,4,1,260,0
city_75,0.9390000000000001,1,0,0,0,1,1,1,4,0,44,0
city_103,0.92,1,1,0,1,1,4,2,4,1,47,1
city_103,0.92,1,1,0,1,1,2,1,4,1,79,0
city_90,0.698,1,1,1,1,1,3,1,4,1,28,0
city_103,0.92,1,1,0,1,1,2,2,2,1,99,0
city_21,0.624,1,1,0,1,1,2,2,2,1,36,0
city_103,0.92,1,1,0,1,0,1,2,4,1,114,0
city_10,0.895,1,1,0,1,0,3,2,1,1,20,0
city_16,0.91,1,1,0,0,1,2,3,4,1,20,0
city_114,0.9259999999999999,1,0,1,1,1,2,2,4,1,324,1
city_114,0.9259999999999999,1,1,0,1,0,2,2,4,1,99,0
Other,0.8270000000000001,1,1,0,1,1,2,1,4,1,48,0
city_102,0.804,1,1,0,0,1,1,1,4,1,82,0
city_114,0.9259999999999999,1,0,0,0,1,1,1,4,1,56,0
city_57,0.866,1,0,1,1,1,1,1,1,1,31,0
city_36,0.893,1,1,0,1,1,2,2,4,2,70,0
city_21,0.624,1,0,1,1,1,2,3,4,1,109,0
city_104,0.924,1,1,0,1,1,2,2,3,1,34,0
city_100,0.887,1,1,0,1,1,4,2,4,1,13,0
city_102,0.804,1,1,0,1,1,2,1,4,1,112,0
city_21,0.624,1,1,0,1,1,2,3,4,1,222,0
city_16,0.91,1,0,1,1,1,1,1,4,1,43,1
city_16,0.91,1,1,0,1,1,4,3,3,1,130,0
city_103,0.92,1,1,0,1,1,3,1,4,1,37,0
city_160,0.92,1,0,0,1,1,2,3,1,1,48,0
Other,0.64,1,1,0,1,1,3,2,4,2,48,0
city_16,0.91,1,1,0,1,1,3,3,4,1,46,0
Other,0.74,1,1,1,1,1,2,1,2,1,136,1
city_103,0.92,1,1,0,1,1,3,2,4,1,35,0
city_67,0.855,1,1,0,1,1,2,2,4,1,70,0
city_21,0.624,1,1,0,1,1,1,1,4,1,7,0
city_138,0.836,1,0,1,0,1,2,1,4,0,27,0
city_100,0.887,1,0,1,1,1,1,1,4,1,54,0
Other,0.698,1,1,0,1,1,3,3,4,1,160,0
city_114,0.9259999999999999,1,1,1,1,1,3,2,4,1,64,0
city_136,0.897,1,1,0,1,1,1,1,4,1,22,0
city_73,0.754,1,1,1,0,1,2,1,4,1,76,1
city_136,0.897,1,1,1,1,1,1,1,4,1,20,0
Other,0.698,3,0,0,1,1,4,1,4,0,49,0
city_114,0.9259999999999999,1,1,0,0,1,2,1,4,1,39,0
city_103,0.92,1,1,0,1,1,2,1,4,1,19,0
city_10,0.895,1,0,1,0,1,1,1,4,0,90,0
Other,0.84,1,0,0,0,1,1,1,4,0,14,0
city_103,0.92,1,1,0,1,0,1,3,4,1,99,0
city_162,0.767,1,1,0,0,1,1,1,3,1,36,0
Other,0.698,1,1,1,1,1,1,2,4,1,166,0
city_73,0.754,1,1,0,1,1,3,1,4,1,30,0
city_103,0.92,1,1,0,1,1,3,2,4,1,105,1
city_21,0.624,1,1,0,1,1,2,1,4,1,65,0
city_102,0.804,1,1,0,1,1,3,2,4,1,58,0
city_114,0.9259999999999999,3,0,0,0,1,1,3,4,1,39,0
city_114,0.9259999999999999,1,1,1,1,1,3,1,2,1,90,0
city_114,0.9259999999999999,1,1,0,1,1,2,1,4,1,4,0
city_41,0.8270000000000001,3,0,1,1,1,2,1,1,1,50,1
city_136,0.897,1,1,0,1,1,3,3,4,2,126,0
city_16,0.91,2,1,0,1,0,1,1,4,1,25,0
city_73,0.754,1,1,0,1,1,2,2,1,1,32,0
city_104,0.924,1,0,1,1,1,1,1,3,0,84,0
city_160,0.92,1,0,1,1,1,1,3,4,1,9,0
city_136,0.897,1,1,0,1,1,4,1,3,1,74,0
city_97,0.925,1,1,0,1,1,2,1,4,1,10,0
city_21,0.624,1,1,0,1,1,2,3,4,1,97,0
city_21,0.624,1,1,1,1,1,2,3,4,1,74,0
city_45,0.89,1,1,1,1,1,1,1,4,1,100,0
Other,0.722,1,1,1,1,1,1,1,4,1,74,1
city_102,0.804,1,1,1,1,1,2,3,1,1,92,0
city_136,0.897,1,0,1,1,1,1,1,2,1,11,0
city_104,0.924,1,1,0,1,1,2,2,4,1,54,0
city_103,0.92,1,1,0,1,0,4,2,4,1,106,0
city_67,0.855,1,1,0,1,1,3,3,4,1,15,0
city_102,0.804,1,0,0,1,0,1,1,4,1,60,0
city_67,0.855,1,1,1,0,1,3,2,4,1,53,0
city_160,0.92,1,0,0,1,1,2,2,4,1,24,1
city_114,0.9259999999999999,1,1,0,1,1,4,1,4,2,4,0
city_103,0.92,1,1,0,1,1,1,2,4,1,22,0
Other,0.44799999999999995,1,1,0,1,1,2,1,4,2,74,0
city_103,0.92,2,0,0,1,0,3,1,4,2,38,0
city_103,0.92,1,1,0,1,1,3,3,4,1,18,0
Other,0.698,1,0,1,1,1,3,1,4,0,107,0
city_136,0.897,1,1,0,1,1,3,1,4,1,10,0
city_21,0.624,1,0,1,1,1,1,1,1,1,54,0
city_102,0.804,1,1,0,1,1,2,1,4,1,83,0
city_24,0.698,1,0,1,0,1,1,1,4,0,22,0
city_103,0.92,1,0,1,1,1,1,1,3,1,8,0
city_21,0.624,1,0,1,1,1,1,1,4,0,18,1
city_104,0.924,1,1,0,1,1,4,2,4,1,29,0
city_114,0.9259999999999999,1,0,1,1,1,2,1,4,1,79,0
city_103,0.92,2,0,0,1,0,1,3,4,1,23,0
city_16,0.91,1,0,0,1,1,2,1,4,1,32,0
city_67,0.855,1,0,1,0,1,1,1,4,0,112,0
city_103,0.92,1,0,1,0,1,2,1,3,0,56,0
city_160,0.92,1,0,0,1,1,1,1,1,1,80,0
city_28,0.9390000000000001,1,1,0,1,0,3,3,4,1,12,0
city_138,0.836,1,1,0,1,1,4,2,4,1,5,0
city_28,0.9390000000000001,1,1,0,1,0,3,2,1,1,24,0
city_16,0.91,1,1,0,1,1,3,2,4,1,17,0
city_28,0.9390000000000001,1,0,0,1,1,1,1,4,1,97,0
city_75,0.9390000000000001,1,1,1,1,1,2,3,1,1,43,1
Other,0.698,1,0,0,1,1,2,1,4,1,28,1
city_149,0.6890000000000001,1,1,0,1,1,2,1,3,0,24,0
Other,0.795,1,1,0,1,1,2,3,3,1,113,0
city_21,0.624,1,1,0,1,1,1,1,3,1,82,0
city_21,0.624,1,0,1,1,1,1,1,4,1,32,0
city_149,0.6890000000000001,2,1,0,1,1,1,2,2,1,11,0
city_104,0.924,1,1,0,1,1,4,1,2,1,4,0
city_160,0.92,2,1,0,1,1,2,1,4,1,146,0
city_165,0.903,1,1,0,1,1,3,2,4,1,14,0
Other,0.789,1,1,1,1,1,2,1,3,1,77,1
city_103,0.92,1,1,0,1,1,1,2,4,1,60,0
Other,0.74,1,1,0,1,1,4,1,4,1,72,1
city_21,0.624,2,0,0,1,0,1,1,4,2,57,1
city_114,0.9259999999999999,1,1,0,1,1,3,2,4,2,56,0
city_16,0.91,1,1,0,1,1,3,3,4,2,11,0
city_103,0.92,1,1,1,1,1,2,1,4,1,17,1
city_103,0.92,1,1,1,1,1,3,1,1,1,37,0
city_100,0.887,1,1,0,1,1,3,1,4,1,178,0
city_149,0.6890000000000001,1,0,1,0,1,1,1,4,0,121,1
city_136,0.897,1,1,0,1,1,4,1,4,1,43,0
Other,0.794,1,0,0,1,1,2,3,4,1,160,0
city_114,0.9259999999999999,1,1,0,1,1,3,2,4,2,34,0
city_103,0.92,1,1,0,1,0,3,1,4,1,28,0
city_103,0.92,1,1,0,1,1,4,1,4,2,56,1
city_136,0.897,1,1,0,1,1,4,1,3,2,26,0
city_98,0.9490000000000001,1,0,0,0,1,1,1,4,0,32,0
city_21,0.624,1,0,0,1,1,2,3,1,1,36,0
city_104,0.924,1,1,0,0,1,3,1,4,1,38,0
city_160,0.92,1,1,0,1,1,1,1,4,1,41,0
city_160,0.92,1,1,0,1,1,2,1,3,1,222,0
city_99,0.915,1,1,0,1,1,1,3,4,1,30,0
city_114,0.9259999999999999,1,1,0,0,1,4,1,4,1,145,0
city_21,0.624,1,0,1,1,1,3,1,4,1,17,0
city_16,0.91,1,1,0,1,1,3,1,4,1,119,0
city_21,0.624,1,1,0,1,0,1,1,1,1,102,1
city_23,0.899,1,0,1,0,1,1,1,4,0,37,0
city_103,0.92,1,1,0,1,0,3,1,2,1,40,1
city_159,0.843,1,0,0,1,1,2,1,4,0,15,0
Other,0.743,1,0,1,0,1,1,1,3,0,48,0
Other,0.691,1,1,0,1,0,2,1,2,1,78,0
city_103,0.92,1,1,0,1,1,4,3,4,2,53,0
city_114,0.9259999999999999,1,1,0,1,1,4,2,4,1,22,0
city_21,0.624,1,1,1,1,1,1,1,4,1,44,0
city_67,0.855,1,0,1,0,1,1,1,4,0,17,0
city_83,0.9229999999999999,1,0,0,1,1,3,2,4,2,31,0
city_67,0.855,2,1,0,1,1,2,2,4,1,42,1
city_16,0.91,1,1,0,1,1,2,1,4,1,9,0
city_71,0.884,1,1,1,1,1,2,1,2,1,70,0
city_103,0.92,1,1,0,1,1,3,3,4,2,50,0
city_102,0.804,2,1,1,1,1,2,3,4,2,62,1
city_21,0.624,1,1,1,0,1,2,1,4,1,62,1
city_21,0.624,1,1,1,1,1,1,1,4,1,22,0
city_103,0.92,1,1,0,1,1,3,3,4,1,46,1
city_21,0.624,1,1,0,1,1,2,3,4,1,24,0
city_103,0.92,1,1,0,1,0,1,1,2,1,125,0
city_16,0.91,1,0,0,1,0,1,1,4,1,24,0
city_73,0.754,1,0,1,1,1,2,3,4,1,8,0
city_114,0.9259999999999999,1,1,0,1,1,4,3,4,2,328,0
city_21,0.624,1,1,0,1,1,2,1,4,1,43,0
city_103,0.92,1,0,0,1,0,1,3,4,2,141,0
city_67,0.855,1,1,1,1,1,2,3,4,1,34,1
city_16,0.91,1,1,0,1,1,4,1,4,2,29,0
city_102,0.804,1,0,0,1,1,3,3,4,1,19,0
city_19,0.682,1,1,0,0,1,2,3,4,1,28,0
city_16,0.91,1,1,0,1,1,4,3,3,2,73,0
city_103,0.92,1,1,0,1,1,4,3,4,2,15,0
city_103,0.92,1,1,0,1,1,2,3,4,1,118,0
city_21,0.624,1,1,0,1,1,1,1,4,1,107,0
Other,0.78,1,0,0,1,0,2,2,1,2,20,0
city_97,0.925,1,1,0,1,1,2,1,4,1,34,0
Other,0.698,1,1,0,1,1,3,1,2,2,106,0
Other,0.691,1,1,0,1,1,2,2,4,2,63,1
city_103,0.92,1,0,0,1,1,1,1,4,0,68,0
city_103,0.92,1,1,0,1,1,3,1,3,1,26,0
city_21,0.624,1,1,0,1,1,3,1,4,1,12,0
city_90,0.698,1,1,0,1,1,2,3,3,1,30,1
city_75,0.9390000000000001,1,1,0,1,1,3,2,4,1,56,0
city_136,0.897,1,1,1,1,1,2,3,4,1,26,0
city_160,0.92,1,0,1,0,1,2,1,4,1,20,1
city_103,0.92,1,1,0,1,0,4,1,4,2,47,0
city_21,0.624,1,0,1,1,1,1,1,4,0,22,0
city_160,0.92,1,1,0,1,1,4,1,2,1,42,0
Other,0.647,1,0,0,1,1,1,1,4,0,33,0
city_160,0.92,1,1,0,1,1,3,3,4,1,32,0
city_114,0.9259999999999999,1,1,0,1,1,4,3,4,1,96,0
city_16,0.91,1,0,1,1,1,2,1,4,1,121,0
city_21,0.624,1,1,0,1,1,4,2,4,2,23,0
city_90,0.698,1,1,1,1,1,3,1,4,2,48,1
Other,0.698,1,1,0,1,1,1,1,2,1,34,0
city_73,0.754,1,0,1,0,1,1,1,4,0,124,1
Other,0.7659999999999999,2,0,1,1,1,2,1,4,0,56,0
city_114,0.9259999999999999,1,1,0,1,1,2,3,4,1,47,0
city_114,0.9259999999999999,1,0,1,0,1,3,1,4,0,3,0
city_104,0.924,1,1,0,1,1,4,3,1,2,29,0
city_36,0.893,1,1,0,1,1,1,1,4,1,55,0
city_46,0.762,1,1,1,1,1,3,2,4,1,6,0
city_105,0.794,1,0,1,1,1,1,1,4,1,9,0
city_16,0.91,1,1,0,1,1,3,1,4,1,56,0
city_114,0.9259999999999999,1,1,0,1,1,3,1,4,1,90,0
city_102,0.804,1,1,0,1,1,4,2,4,2,206,0
