enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,permutation
11873,city_46,0.762,Male,No relevent experience,no_enrollment,Phd,STEM,11~20 years,less than 1000,Public Sector,never,188,0,56
6775,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,14,0,162
2848,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Funded Startup,1,4,0,33
15846,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,1000 +,Pvt Ltd,1,29,0,70
8228,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,73,1,47
18068,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Phd,Humanities,> 20 years,less than 100,Pvt Ltd,1,11,0,232
29638,city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Masters,STEM,6~10 years,less than 100,Pvt Ltd,2,24,0,32
22252,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,never,74,0,110
20261,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,11~20 years,less than 100,Pvt Ltd,3,75,1,166
7304,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,never,127,0,298
9064,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,Humanities,> 20 years,1000 +,Pvt Ltd,>4,17,0,44
28107,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,1,155,0,17
25849,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11~20 years,1000 +,Pvt Ltd,>4,38,0,3
2254,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,42,0,12
31214,city_59,0.775,Male,Has relevent experience,Part time course,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,>4,14,1,67
12418,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,1,55,0,128
18332,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Public Sector,4,13,0,22
3836,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,>4,6,0,194
28800,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Public Sector,1,80,0,7
10832,city_73,0.754,Male,No relevent experience,no_enrollment,Phd,STEM,> 20 years,1000 +,Public Sector,>4,26,0,36
13796,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,86,0,14
28991,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,17,1,14
1755,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,32,1,72
21533,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 100,Pvt Ltd,1,28,0,31
18198,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,116,0,18
32089,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,2,20,0,148
22781,city_162,0.767,Female,No relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 100,Pvt Ltd,1,26,0,33
32566,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,11~20 years,less than 100,Pvt Ltd,>4,226,0,130
28182,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Public Sector,>4,22,0,11
302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,1,11,0,39
13007,city_103,0.92,Male,No relevent experience,Part time course,Masters,STEM,0~5 years,less than 1000,Pvt Ltd,1,28,0,15
106,city_57,0.866,Male,No relevent experience,Part time course,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,4,81,0,131
16689,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,6~10 years,less than 1000,Pvt Ltd,1,32,0,94
14322,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,105,0,162
32797,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,1,46,0,105
22550,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,1000 +,Pvt Ltd,3,44,1,12
27825,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,1,48,0,72
26286,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Early Stage Startup,1,124,0,36
30707,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Pvt Ltd,>4,314,0,37
29083,city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,6~10 years,less than 100,Early Stage Startup,1,106,0,40
13814,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,21,1,4
4735,city_70,0.698,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,170,0,15
9077,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,29,0,83
10754,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Public Sector,1,41,0,83
32093,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Funded Startup,1,152,0,33
22867,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 1000,Pvt Ltd,>4,18,0,34
32746,city_28,0.9390000000000001,Male,Has relevent experience,Part time course,High School,STEM,0~5 years,1000 +,Pvt Ltd,1,54,0,43
17276,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,never,14,0,45
10269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,4,23,0,166
7860,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,11~20 years,less than 1000,Public Sector,1,105,0,44
905,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,2,9,0,32
5483,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 1000,Pvt Ltd,>4,35,0,55
19905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,>4,62,0,52
17072,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,>4,13,0,50
706,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 1000,Funded Startup,never,38,0,22
21546,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 1000,Pvt Ltd,1,146,0,31
21813,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,14,0,150
30995,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,20,0,46
23142,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,3,0,145
14677,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Public Sector,2,107,0,108
4037,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,23,1,122
16095,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,6~10 years,less than 100,Pvt Ltd,>4,125,0,163
3814,city_116,0.743,Male,Has relevent experience,no_enrollment,Phd,STEM,11~20 years,less than 100,Pvt Ltd,1,23,0,10
10077,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Early Stage Startup,1,48,0,70
11371,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,4,54,0,78
2178,city_61,0.9129999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,2,12,0,32
27995,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,> 20 years,less than 100,Pvt Ltd,4,41,0,58
18743,city_69,0.856,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,58,0,52
976,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,2,57,0,21
8137,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,194,0,35
19806,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,>4,39,0,55
26074,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,>4,57,0,114
19115,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,6~10 years,1000 +,Pvt Ltd,2,106,0,56
17830,city_26,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,1000 +,Pvt Ltd,1,42,0,55
11170,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,54,0,37
21151,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,2,16,0,62
17941,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,Business Degree,0~5 years,1000 +,Pvt Ltd,1,18,0,80
28786,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Arts,11~20 years,less than 100,Early Stage Startup,never,50,0,51
13238,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,2,19,0,152
22333,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,1,75,0,10
26416,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,3,0,130
8704,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,3,54,0,151
20900,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 1000,Pvt Ltd,1,6,0,46
7314,city_136,0.897,Female,No relevent experience,no_enrollment,Phd,STEM,6~10 years,less than 100,Pvt Ltd,1,8,0,44
4547,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,> 20 years,less than 100,Pvt Ltd,>4,47,0,30
900,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 100,Pvt Ltd,3,75,0,316
19262,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,0~5 years,1000 +,Pvt Ltd,3,178,1,288
31997,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,1,41,0,141
2738,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,1,87,1,130
30589,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,3,196,1,56
9147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,2,118,0,48
25241,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Pvt Ltd,>4,14,0,176
23355,city_109,0.701,Male,No relevent experience,no_enrollment,Primary School,STEM,0~5 years,less than 100,Pvt Ltd,never,72,0,99
1613,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,never,54,0,44
22197,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,>4,23,1,37
29329,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 1000,Pvt Ltd,>4,24,0,136
5057,city_160,0.92,Male,Has relevent experience,Full time course,Masters,STEM,0~5 years,less than 100,Pvt Ltd,1,24,0,55
18075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,44,0,57
18842,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,2,12,0,138
1802,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,NGO,2,48,0,61
24744,city_57,0.866,Male,No relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,64,0,87
13692,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,79,0,88
10615,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,2,29,1,70
30734,city_145,0.555,Male,No relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 100,Pvt Ltd,never,26,1,97
26625,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,0~5 years,less than 100,Pvt Ltd,1,54,1,29
16878,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,90,0,50
16330,city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,STEM,0~5 years,1000 +,Pvt Ltd,1,63,1,36
21193,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,11~20 years,less than 100,Early Stage Startup,2,75,0,160
25544,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,64,0,7
32109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,1000 +,NGO,4,36,0,30
25206,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,2,149,0,55
30112,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,3,8,0,14
27217,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,2,38,0,31
3932,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Funded Startup,1,20,0,30
18979,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Pvt Ltd,1,172,0,99
31123,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11~20 years,less than 100,Pvt Ltd,1,68,0,85
32976,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Public Sector,1,26,0,59
1030,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Phd,STEM,> 20 years,1000 +,Pvt Ltd,>4,164,0,92
31416,city_160,0.92,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,85,0,79
24772,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,42,0,58
28443,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 1000,Pvt Ltd,2,43,0,12
14902,city_54,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,>4,18,1,48
28755,city_100,0.887,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,40,0,60
13911,city_81,0.73,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,326,0,62
23923,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,4,37,0,32
26295,city_61,0.9129999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,1,86,1,192
15004,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Early Stage Startup,2,130,0,50
19244,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,83,0,16
26308,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,73,0,108
11940,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Phd,STEM,> 20 years,less than 100,Pvt Ltd,>4,69,0,47
4283,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,0~5 years,less than 100,Pvt Ltd,never,52,0,59
20692,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 100,Pvt Ltd,2,34,0,17
15053,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,334,0,28
1756,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Early Stage Startup,2,326,0,54
12839,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Primary School,STEM,0~5 years,less than 100,Pvt Ltd,never,7,0,45
19477,city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,0~5 years,1000 +,Pvt Ltd,1,99,0,62
26713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,2,8,0,12
19771,city_102,0.804,Male,No relevent experience,Full time course,Masters,STEM,6~10 years,less than 1000,Pvt Ltd,>4,92,0,20
31401,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,Pvt Ltd,2,116,0,41
9989,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 1000,Funded Startup,1,106,0,214
13271,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,1,39,1,23
9698,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,>4,143,0,17
15377,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,Other,0~5 years,less than 100,Pvt Ltd,1,25,0,46
7741,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,> 20 years,1000 +,Public Sector,>4,11,0,21
1933,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,never,32,0,18
22169,city_31,0.807,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,4,37,0,97
11327,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Public Sector,>4,17,0,140
10682,city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,2,3,0,2
7818,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,High School,STEM,11~20 years,less than 1000,Pvt Ltd,>4,78,0,142
28200,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Early Stage Startup,4,7,1,35
31441,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Public Sector,2,156,0,6
24531,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,3,65,0,21
6979,city_65,0.802,Male,Has relevent experience,no_enrollment,High School,STEM,11~20 years,less than 100,Pvt Ltd,1,85,0,35
5537,city_83,0.9229999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,4,30,0,100
22742,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Early Stage Startup,1,56,0,39
822,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 1000,Pvt Ltd,4,43,1,79
10382,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,1,50,0,5
24544,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,>4,18,0,60
17241,city_115,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,4,130,1,18
1035,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,>4,101,0,166
7111,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,0~5 years,less than 100,Pvt Ltd,1,74,0,2
21920,city_16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,11~20 years,1000 +,NGO,1,64,0,48
5868,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,16,0,19
13850,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,49,0,76
4152,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,4,152,0,55
33015,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,2,42,0,155
11429,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,>4,29,0,141
26835,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,never,21,1,56
9658,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,11~20 years,1000 +,Pvt Ltd,>4,122,0,31
22043,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Pvt Ltd,1,48,0,28
22507,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Other,6~10 years,less than 1000,NGO,1,91,1,18
6403,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,1,15,0,71
24983,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,6~10 years,1000 +,Public Sector,1,81,0,40
15767,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,0~5 years,less than 1000,Pvt Ltd,3,40,0,56
10538,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,11~20 years,less than 100,NGO,>4,105,0,153
8060,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,0~5 years,less than 100,Pvt Ltd,1,112,0,88
25733,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11~20 years,less than 100,Funded Startup,4,152,0,22
2981,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,11~20 years,less than 100,Pvt Ltd,>4,26,0,87
15873,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,4,34,0,204
14382,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,>4,25,0,128
13178,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,Funded Startup,3,29,1,21
28788,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Masters,STEM,11~20 years,less than 100,Early Stage Startup,4,28,0,62
9640,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,>4,143,0,36
1597,city_103,0.92,Other,No relevent experience,no_enrollment,Primary School,STEM,6~10 years,less than 100,Pvt Ltd,1,29,0,35
24526,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0~5 years,less than 100,Pvt Ltd,1,17,0,47
16049,city_103,0.92,Male,Has relevent experience,Full time course,High School,STEM,0~5 years,less than 100,Pvt Ltd,1,41,0,80
18023,city_70,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,0~5 years,1000 +,Pvt Ltd,1,48,0,156
32691,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,never,64,0,64
1922,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,>4,88,1,96
15814,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Funded Startup,4,134,1,52
2612,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,>4,77,0,108
15656,city_64,0.6659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,> 20 years,1000 +,Pvt Ltd,1,8,0,46
6288,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,6~10 years,less than 1000,Pvt Ltd,1,12,0,170
31129,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,STEM,11~20 years,less than 100,Pvt Ltd,>4,34,1,68
32203,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 100,Pvt Ltd,2,45,0,14
18727,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,> 20 years,less than 100,Pvt Ltd,3,44,0,18
28691,city_165,0.903,Female,Has relevent experience,no_enrollment,Graduate,Humanities,0~5 years,less than 1000,Pvt Ltd,never,5,0,12
31769,city_36,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 100,NGO,2,68,0,35
30898,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,1000 +,Pvt Ltd,1,134,0,15
21769,city_118,0.722,Female,Has relevent experience,no_enrollment,Masters,STEM,> 20 years,less than 100,Pvt Ltd,>4,70,1,6
13184,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,6~10 years,less than 1000,Pvt Ltd,1,54,0,47
29668,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,44,1,12
26404,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,1,144,0,54
287,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,11~20 years,less than 1000,Pvt Ltd,4,90,0,56
19683,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,Arts,0~5 years,less than 100,Pvt Ltd,1,108,0,13
19736,city_28,0.9390000000000001,Female,Has relevent experience,no_enrollment,Graduate,STEM,6~10 years,less than 100,Pvt Ltd,2,144,0,78
33175,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,1000 +,Pvt Ltd,3,92,0,154
27941,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11~20 years,1000 +,Pvt Ltd,2,36,0,28
12272,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6~10 years,less than 1000,Pvt Ltd,1,20,0,55
6163,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,11~20 years,1000 +,NGO,1,37,0,49
25434,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,11~20 years,less than 1000,Pvt Ltd,1,17,1,48
